id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9648,Mayflower Motel,2.0,Poor,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']",1189 Victoria St N Kitchener Ontario,Canada,Kimberley British Columbia,"(43.46726775, -80.454225375)",75
9649,Green Gables Guest House,,,[],189 Queen St N Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4575345, -80.4826506)",
9650,Little City Farm,4.5,Excellent,[], ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9651,Bingemans Camping Resort,2.5,Average,"['Pool', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']",425 Bingemans Centre Dr Kitchener Ontario,Canada,Kimberley British Columbia,"(43.4717915922804, -80.4490729398181)",
9652,BSA Regency,,,[],3227 King St E ,Canada,Kimberley British Columbia,"(43.6502165, -79.3730276)",
9653,The Durnan's At 92,,,[],92 Edgehill Dr ,Canada,Kimberley British Columbia,"(45.3789476906815, -63.2057836690163)",
9654,Sunbridge Crescent Bed & Breakfast,,,[],11 Sunbridge Cres ,Canada,Kimberley British Columbia,"(43.4898478722934, -80.4800066752133)",
9655,Squamish Adventure Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",38220 Highway 99 Squamish British Columbia,Canada,Kimberley British Columbia,"(49.5189569, -123.2605325)",
9656,Mountain Retreat Hotel,4.0,Very good,"['Free parking', 'Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9657,Hotel Squamish,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",37991 Second Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6987262, -123.1551799)",
9658,Executive Suites Hotel & Resort,4.5,Excellent,"['Pool', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Executive Suites - Garibaldi S 40900 Tantalus Rd Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9659,Sunwolf,4.5,Excellent,"['Free parking', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",70002 Squamish Valley Road British Columbia,Canada,Kimberley British Columbia,"(49.7986352, -123.1566304)",
9660,Sandman Hotel & Suites Squamish,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",Sandman 39400 Discovery Way Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9661,Sea to Sky Hotel and Conference Centre,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",40330 Tantalus Rd Squamish British Columbia,Canada,Kimberley British Columbia,"(49.75827, -123.1342002)",
9662,Highlands B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1012 Glacier View Drive British Columbia,Canada,Kimberley British Columbia,"(49.7442618933403, -123.105137760529)",
9663,Meadowbrook Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available']",41432 Meadow Avenue British Columbia,Canada,Kimberley British Columbia,"(49.1920429, -122.962385)",
9664,Squamish Oasis Hostel,4.0,Very good,[],37978 2nd Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9665,Whistler Squamish,4.5,,[],40247 Diamondhead Road ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9666,Chieftain Hotel,2.5,Average,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Golf Course', 'Non-smoking hotel', 'Non-smoking rooms']",38005 Cleveland Ave Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6985245, -123.1536669)",
9667,August Jack Motor Inn,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",37947 Cleveland Avenue Squamish British Columbia,Canada,Kimberley British Columbia,"(49.6975104692308, -123.154517017949)",120
9668,Grant Hall Hotel,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",401 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",
9669,Best Western Plus Moose Jaw,4.0,Very good,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",350 Diefenbaker Dr Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.4147269, -105.510609255175)",
9670,Ramada by Wyndham Moose Jaw,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Business Centre with Internet Access', 'Concierge', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",379 Diefenbaker Dr Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.4145164, -105.512742359378)",
9671,Days Inn by Wyndham Moose Jaw,3.0,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9672,Super 8 by Wyndham Moose Jaw SK,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Electric vehicle charging station', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",1706 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",
9673,Suburban Extended Stay Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9674,Wakamow Heights Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",690 Aldersgate St Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9675,Thriftlodge Moose Jaw,4.0,Very good,"['Breakfast included', 'Free High Speed Internet (WiFi)', 'Electric vehicle charging station', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",Highway 1 East Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9676,Orchard View B & B,4.0,Very good,"['Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",5 km south of Moose Jaw Moose Jaw Sask,Canada,Kimberley British Columbia,"(60.1840566, 24.9624778)",
9677,Dreamland Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1035 Athabasca St E Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3953179, -105.5029828)",
9678,Prairie Oasis Tourist Complex,2.5,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1400 Ninth Avenue NE Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",
9679,Travelodge Moose Jaw,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",45 Athabasca St E Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3953179, -105.5029828)",
9680,Knights Inn Moose Jaw,2.5,Average,"['Pool', 'Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9681,Capone's Hideaway Theme Motel,2.0,Poor,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",
9682,Best Western Rocky Mountain House Inn & Suites,4.5,Excellent,"['Pool', 'Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",4407 41st Avenue Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",
9683,Chinook Inn,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",5321 59 Ave Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(52.3875711, -114.9314539)",
9684,Tamarack Motor Inn,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",4904 45th St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",
9685,Walking Eagle Inn & Lodge,4.0,Very good,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",Hwy 11 4915 - 45 St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",130
9686,Canalta Rocky Mountain House,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4406 - 41st Avenue Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",
9687,The House Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Minibar', 'Family Rooms']",4828 45 St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(52.3713793, -114.9101235)",
9688,Executive Plaza Hotel Metro Vancouver,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",405 North Rd Coquitlam British Columbia,Canada,Kimberley British Columbia,"(49.2468762, -122.8920856)",
9689,Dolan's Motel,3.0,,[],132 West River Road ,Canada,Kimberley British Columbia,"(42.0246242453514, -76.3960719216171)",
9690,Customs House Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",38 Depot Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6757347, -62.7069753)",
9691,Dolan's Gold House,,,[],144 Water Street ,Canada,Kimberley British Columbia,"(41.2544756271968, -75.876088336547)",
9692,Revere Suites,,,[],61 Colerine Street ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9693,Dolan's Inn and Suites,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",168 West River Road Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6792612, -62.7225069)",90
9694,Evening Sail B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",279 Denoon Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6814772, -62.7004194)",
9695,Pictou Lodge Beachfront Resort,4.5,Excellent,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Free parking', 'Pool', 'Room service', 'Babysitting', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",172 Lodge Road Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.7190104854058, -62.6424985349119)",
