id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
4981,Best Western Plus Orangeville Inn & Suites,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",7 Buena Vista Dr Orangeville Ontario,Canada,"(43.923, -80.079594)",189.0
4982,Atlanta Motel,2.5,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",316 Broadway Ave Orangeville Ontario,Canada,"(43.9155728333333, -80.1137144)",
4983,McKitrick House Inn B&B,,,[],255 Broadway Orangeville Ontario,Canada,"(43.9185254714286, -80.1015140285714)",
4984,White House Farm,,,[],635579 Highway 10 ,Canada,"(43.7448648, -79.8399244)",
4985,Headwaters Lodge,2.5,Average,[],21206 Hurontario St Orangeville Ontario,Canada,"(43.9227208, -80.0811569)",
4986,Maple Inn,1.0,,[],236 First St ,Canada,"(51.4950992, -0.1660001)",
4987,Budget Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",4510 Highway 2 Port Hope Ontario,Canada,"(43.9738492761482, -78.3443133191402)",85.0
4988,The Waddell,4.0,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
4989,Port Hope Economy Apartments,,,[],136 Ontario St ,Canada,"(42.9673757529412, -82.3960722588235)",
4990,Daffodil Acres,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms', 'Suites']",11 New Street Ontario,Canada,"(43.5493143, -80.246508)",
4991,Stop 21 Motel,3.0,,[],278 Railway St ,Canada,"(-33.7683846, 150.8338077)",55.0
4992,A Knight in Southampton Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",39 Albert St S Southampton Ontario,Canada,"(44.4944815454545, -81.3725930636364)",
4993,The Southampton Inn,4.0,Very good,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",118 High St Southampton Ontario,Canada,"(44.4971071, -81.3743799)",
4994,Watch Hill Bed and Breakfast,,,[],24 South Rankin St Southampton Ontario,Canada,"(44.5016374330745, -81.3713928062356)",
4995,Stewart House B&B,,,[],48 Victoria Street ,Canada,"(-16.9261301, 145.7654098)",
4996,Chantry Breezes B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",107 High St Southampton Ontario,Canada,"(44.4968087, -81.3748017)",
4997,La P'tite Baleine,,,[],5 Les Bergeronnes Quebec,Canada,"(48.243882, -69.545517)",
4998,Gite Petit,,,[],56 rue Principale Les Bergeronnes Quebec,Canada,"(48.24591225, -69.5448377)",
4999,A la Maison des Pres,4.5,,[],910 rue St-Joseph ,Canada,"(48.581445, 7.7116666)",
5000,Complexe MV,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Family Rooms']",141 Havre St. Pierre Quebec,Canada,"(50.2463647, -63.6003951)",
5001,Gite Niapiskau,,,[],1126 Rue Boreale ,Canada,"(50.2398334, -63.6006871)",
5002,Gite la Maison Rochefort,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
5003,Gite Entre Mer et Monts,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel']",47 Baie Sainte-Catherine Quebec,Canada,"(48.105139, -69.728851)",85.0
5004,Motel de la Pointe-aux-Bouleaux,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",505 route de la Grande-Alliance Baie Sainte-Catherine Quebec,Canada,"(48.0796795, -69.7490902)",
5005,Gite Entre Baleine et Clocher,4.0,Very good,['Air conditioning'],266 Route 138 Baie Sainte-Catherine Quebec,Canada,"(52.4760892, -71.8258668)",
5006,Gite de la colline,5.0,,[],234 rue Leclerc ,Canada,"(48.606487, 7.7287523)",98.0
5007,Gite La Brise du Lac,4.5,Excellent,"['Free Internet', 'Non-smoking hotel', 'Non-smoking rooms']",49 Roberval Quebec,Canada,"(48.514785, -72.224808)",
5008,Motel Castille,,,[],56 Roberval Quebec,Canada,"(48.514785, -72.224808)",70.0
5009,Auberge Lac-Saint-Jean,4.0,,[],911 Rue Paradis ,Canada,"(45.5547328, -73.592899)",59.0
5010,Hotel Chateau Roberval,3.0,Average,"['Pool', 'Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",122 Roberval Quebec,Canada,"(48.514785, -72.224808)",114.0
5011,Atikokan Hotel,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",400 Front St Atikokan Ontario,Canada,"(48.7537304, -91.6337975)",
5012,Sapawe Motel and Diner,4.5,Excellent,[], ,Canada,"('nil', 'nil')",
5013,Quetico Inn,4.0,Very good,"['Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",310 Mackenzie St E Atikokan Ontario,Canada,"(50.000678, -86.000977)",
5014,Marr's Perch Lake Lodge,2.5,,[],Perch Lake Road Hwy 11 ,Canada,"('nil', 'nil')",
5015,Indiaonta Resort,,,[],26 Flanders Road North Atikokan Ontario,Canada,"(50.000678, -86.000977)",
5016,Gite la Serenade,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",883 Saint Georges Quebec,Canada,"(46.122987, -70.671959)",99.0
5017,Motel Alexandrin,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",18610 boulevard Lacroix Saint Georges Quebec,Canada,"(46.0941293757717, -70.6313699635585)",75.0
5018,Auberge Fort-Prevel,3.5,Very good,"['Free parking', 'Restaurant', 'Pool', 'Breakfast included']",2053 Boulevard Douglas Saint Georges Quebec,Canada,"(52.4760892, -71.8258668)",
5019,Gîte de la Rivière,5.0,Excellent,"['Free parking', 'Airport transportation', 'Multilingual Staff', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
5020,Holiday Inn Express Yorkton East,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",63 Seventh Ave N Yorkton Saskatchewan,Canada,"(55.5321257, -106.1412243)",104.0
5021,Home Inn & Suites - Yorkton,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Breakfast included', 'Spa', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",506 Broadway St W Yorkton Saskatchewan,Canada,"(51.210132, -102.4636347)",
5023,Broadway Lodge Hotel.,,,[],Yorkton SK 207 Broadway St E Yorkton Saskatchewan,Canada,"(55.5321257, -106.1412243)",70.0
5024,Windy Acres Inn Bed & Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']", Yorkton Saskatchewan,Canada,"(51.212045, -102.461243)",
5025,Waterton Lakes Lodge Resort,3.5,Very good,"['Pool', 'Free Internet', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",101 Clematis Avenue Waterton Lakes National Park Alberta,Canada,"(55.001251, -115.002136)",84.0
5026,Townsite Campground,,,[], Waterton Lakes National Park,Canada,"(49.10111735, -113.981007631905)",
5027,Waterton Springs Campground,3.5,Very good,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )']",Waterton Park Waterton Lakes National Park Alberta,Canada,"(55.001251, -115.002136)",
5028,Crandell Mountain Lodge,4.0,Very good,"['Free parking', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",102 Mountview Road Waterton Lakes National Park Alberta,Canada,"(55.001251, -115.002136)",
5029,Bayshore Inn Resort & Spa,3.5,Very good,"['Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",111 Waterton Ave Waterton Lakes National Park Alberta,Canada,"(55.001251, -115.002136)",
5030,The Canadian Ecology Centre Cabins,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",6905 Hwy 17 Mattawa Ontario,Canada,"(46.3077503, -78.7167353)",120.0
5031,Welcome Inn on the Lake,,,[],5182 Hwy 7 Mattawa Ontario,Canada,"(50.000678, -86.000977)",85.0
5032,La Butte Ronde,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Non-smoking rooms']", ,Canada,"('nil', 'nil')",
5033,Gite La Maison Chez J.P.,,,[],160 Chemin de l'Aeroport Quebec G,Canada,"(46.308326925389, -74.1861812259005)",
5034,Pourvoirie Du Lac Blanc,,,[],1000 Chemin du Domaine Pellerin Saint-Alexis-des-Monts Quebec,Canada,"(52.4760892, -71.8258668)",
5035,Hotel Sacacomie,4.0,Very good,"['Free Internet', 'Restaurant', 'Pool', 'Free parking', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Wheelchair Access', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",4000 Yvon-Plante Road Saint-Alexis-des-Monts Quebec,Canada,"(52.4760892, -71.8258668)",398.0
5036,Chalets de la Riviere Sacacomie,,,[],1125 Rang du Moulin Saint-Alexis-des-Monts Quebec,Canada,"(46.4884058, -73.1806975)",
5037,Motel le Saint-Alex,4.0,Very good,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Non-smoking rooms']",550 Notre-Dame Saint-Alexis-des-Monts Quebec,Canada,"(52.4760892, -71.8258668)",85.0
5038,Les Victorines,,,[],188 Lac-Megantic Quebec,Canada,"(45.574879, -70.882072)",116.0
5039,Motel Le Quiet,3.5,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Public Wifi', 'Air conditioning', 'Refrigerator in room']",328 Lac-Megantic Quebec,Canada,"(45.574879, -70.882072)",
5040,Manoir d'Orsennens,4.5,,[],350 ,Canada,"(17.1997503, -89.6497041)",110.0
5041,B&B L'S-en-Ciel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning']",3544 Milette Lac-Megantic Quebec,Canada,"(45.577529, -70.8862841)",
5042,Hay Lake Lodge and Cottages,5.0,Excellent,"['Free Internet', 'Free parking', 'Bar/Lounge', 'Breakfast included', 'Room service', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",903 McRae-Hay Lake Road Whitney Ontario,Canada,"(50.000678, -86.000977)",
5043,Reynolds Hotel,,,[],1237 Main Street Lillooet British Columbia,Canada,"(50.6863145, -121.9370179)",119.0
5044,Canadas Best Value Inn - Mile 0,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",616 Main Street Lillooet British Columbia,Canada,"(50.6936945, -121.9330031)",
5045,The Reeve Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Concierge', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",431 Queen St Dunnville Ontario,Canada,"(42.9024132, -79.6170535)",169.0
5046,Oakwood Escape,4.5,Excellent,"['Free parking', 'Room service', 'Children Activities (Kid / Family Friendly)', 'Kitchenette']",7445 Highway 3 West Dunnville Ontario,Canada,"(42.9190811, -79.5763919)",
5047,Pomeroy Inn & Suites Chetwynd,,,[],5200 North Access Road Chetwynd British Columbia,Canada,"(55.6930044, -121.6045411)",149.0
5048,Lakeview Inns & Suites - Chetwynd,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",4820 North Access Road Chetwynd British Columbia,Canada,"(55.6930044, -121.6045411)",120.0
5049,Pinecone Inn & Suites,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",5224 53rd St Chetwynd British Columbia,Canada,"(55.001251, -125.002441)",
5050,Stagecoach Inn,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Breakfast included', 'Concierge', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']", ,Canada,"('nil', 'nil')",
5051,Country Squire Motor Inn,2.5,Average,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Non-smoking rooms']",5317 South Access Road Chetwynd British Columbia,Canada,"(55.693768, -121.6128374)",
5052,The Met Hotel,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",411 Columbia St New Westminster British Columbia,Canada,"(49.2107276, -122.8980788)",98.0
5053,Character House in Royal City,,,[],1106 Third Ave ,Canada,"(-34.0131025, 151.0704712)",115.0
5054,Carla Bed & Breakfast,1.0,Terrible,[],898 Carnarvon Street 2701 New Westminster British Columbia,Canada,"(49.2006751, -122.9152236)",
5055,Lavender House Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Kitchenette', 'Non-smoking rooms']",816 Tenth St New Westminster British Columbia,Canada,"(49.2007364, -122.9156407)",
5056,Chambres d' hotes Sunflower Bed and Breakfast,,,[], ,Canada,"('nil', 'nil')",
5057,Burleigh Falls Inn,,,[],4791 Hwy. 28 Ontario,Canada,"(44.55810455, -78.2054386588702)",118.0
5058,Woodhaven Country Lodge,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",97 Fire Route 51 Ontario,Canada,"(44.5238029341943, -77.8954458391355)",
5059,Scotsman Point Cottage Resort,4.5,,[],467 Six Foot Bay Rd Ontario,Canada,"(44.5142233, -78.3843759)",
5060,Sunrise Resort,3.0,,[],Sunrise Court Ontario,Canada,"(43.5161067, -80.2827656)",
5061,Cobblestone Manor,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Kitchenette']",173 7th Ave West Cardston Alberta,Canada,"(55.001251, -115.002136)",149.0
5062,Cardston Flamingo Motel,2.0,Poor,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",848 Main Street Cardston Alberta,Canada,"(49.1953434, -113.3017731)",
5063,Great Canadian Barn Dance,4.5,Excellent,[],45056 Range Road 275 Cardston Alberta,Canada,"(49.3634252, -113.6118966)",
5064,Rangeview Ranch,5.0,Excellent,[], Cardston,Canada,"(49.2001157, -113.3165704)",
5065,Shalom B&B,4.0,,[],163 First St. Street W ,Canada,"(-34.114192, 18.8256167)",
5066,Quaaout Lodge & Spa at Talking Rock Golf Resort,4.5,Excellent,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,"('nil', 'nil')",
